id,owner,timestamp,type,version,bench reference,crate weight timestamp,crop name,weight in kilograms
71290,benchWeightEventTask,2024-01-25 15:07:13,BENCH_WEIGHT,2,B01187,2024-01-25 15:05:38+00:00,Crisp leaf green,1.5979019864918582
71291,benchWeightEventTask,2024-01-25 15:07:13,BENCH_WEIGHT,2,B00698,2024-01-25 15:05:38+00:00,Crisp leaf green,1.9025502935526972
71308,benchWeightEventTask,2024-01-25 15:09:30,BENCH_WEIGHT,2,B01022,2024-01-25 15:07:39+00:00,Crisp leaf green,4.974490642547607
71366,benchWeightEventTask,2024-01-25 15:22:32,BENCH_WEIGHT,2,B00461,2024-01-25 15:20:42+00:00,Crisp leaf green,5.680796135462524
71367,benchWeightEventTask,2024-01-25 15:22:32,BENCH_WEIGHT,2,B00494,2024-01-25 15:20:42+00:00,Crisp leaf green,3.3724875300317554
71368,benchWeightEventTask,2024-01-25 15:22:32,BENCH_WEIGHT,2,B00356,2024-01-25 15:20:42+00:00,Crisp leaf green,5.480102326555892
71676,benchWeightEventTask,2024-01-25 16:25:14,BENCH_WEIGHT,2,B01203,2024-01-25 16:23:45+00:00,Crisp leaf green,5.948704339949781
71677,benchWeightEventTask,2024-01-25 16:25:14,BENCH_WEIGHT,2,B00473,2024-01-25 16:23:45+00:00,Crisp leaf green,6.134977731254296
71678,benchWeightEventTask,2024-01-25 16:25:14,BENCH_WEIGHT,2,B00794,2024-01-25 16:23:45+00:00,Crisp leaf green,6.96014689302932
71689,benchWeightEventTask,2024-01-25 16:28:05,BENCH_WEIGHT,2,B00519,2024-01-25 16:26:50+00:00,Crisp leaf green,4.740475177764893
71698,benchWeightEventTask,2024-01-25 16:30:02,BENCH_WEIGHT,2,B00176,2024-01-25 16:28:58+00:00,Crisp leaf green,2.789628028869629
71854,benchWeightEventTask,2024-01-26 13:37:13,BENCH_WEIGHT,2,B01184,2024-01-25 16:37:39+00:00,Crisp leaf green,3.652
71855,benchWeightEventTask,2024-01-26 13:37:13,BENCH_WEIGHT,2,B00436,2024-01-25 16:37:39+00:00,Crisp leaf green,4.11
71856,benchWeightEventTask,2024-01-26 13:37:13,BENCH_WEIGHT,2,B00031,2024-01-25 16:37:39+00:00,Crisp leaf green,3.536
71879,benchWeightEventTask,2024-01-26 13:39:43,BENCH_WEIGHT,2,B00208,2024-01-26 13:37:40+00:00,Crisp leaf green,1.506
71880,benchWeightEventTask,2024-01-26 13:39:43,BENCH_WEIGHT,2,B00293,2024-01-26 13:37:40+00:00,Crisp leaf green,1.898
71906,benchWeightEventTask,2024-01-26 13:43:18,BENCH_WEIGHT,2,B00720,2024-01-26 13:40:20+00:00,Crisp leaf green,1.838
71907,benchWeightEventTask,2024-01-26 13:43:18,BENCH_WEIGHT,2,B00722,2024-01-26 13:40:20+00:00,Crisp leaf green,1.916
71965,benchWeightEventTask,2024-01-26 13:49:39,BENCH_WEIGHT,2,B01159,2024-01-26 13:48:32+00:00,Crisp leaf green,7.627
72011,benchWeightEventTask,2024-01-26 13:57:04,BENCH_WEIGHT,2,B00580,2024-01-26 13:55:45+00:00,Crisp leaf green,3.754
72012,benchWeightEventTask,2024-01-26 13:57:04,BENCH_WEIGHT,2,B01044,2024-01-26 13:55:45+00:00,Crisp leaf green,3.945
72013,benchWeightEventTask,2024-01-26 13:57:04,BENCH_WEIGHT,2,B01124,2024-01-26 13:55:45+00:00,Crisp leaf green,3.494
72014,benchWeightEventTask,2024-01-26 13:57:04,BENCH_WEIGHT,2,B00571,2024-01-26 13:55:45+00:00,Crisp leaf green,3.802
72113,benchWeightEventTask,2024-01-26 14:43:22,BENCH_WEIGHT,2,B00635,2024-01-26 13:59:13+00:00,Incise leaf green,2.845
72114,benchWeightEventTask,2024-01-26 14:43:22,BENCH_WEIGHT,2,B01170,2024-01-26 13:59:13+00:00,Incise leaf green,3.679
72140,benchWeightEventTask,2024-01-26 14:44:57,BENCH_WEIGHT,2,B01178,2024-01-26 14:44:02+00:00,Crisp leaf green,6.612
72173,benchWeightEventTask,2024-01-26 14:47:07,BENCH_WEIGHT,2,B00252,2024-01-26 14:46:08+00:00,Crisp leaf green,3.46
72197,benchWeightEventTask,2024-01-26 14:52:02,BENCH_WEIGHT,2,B00196,2024-01-26 14:48:04+00:00,Crisp leaf green,4.14
72339,benchWeightEventTask,2024-01-26 16:09:02,BENCH_WEIGHT,2,B00471,2024-01-26 14:54:22+00:00,Crisp leaf green,-3.065
72340,benchWeightEventTask,2024-01-26 16:09:02,BENCH_WEIGHT,2,B01107,2024-01-26 14:54:22+00:00,Crisp leaf green,9.16
72499,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B01242,2024-01-26 17:13:04+00:00,Crisp leaf green,7.426
72500,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B00039,2024-01-26 17:13:04+00:00,Crisp leaf green,4.962
72501,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B00583,2024-01-26 17:13:04+00:00,Crisp leaf green,3.326
72502,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B00590,2024-01-26 17:13:04+00:00,Crisp leaf green,4.348
72503,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B00431,2024-01-26 17:13:04+00:00,Crisp leaf green,3.192
72504,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B00464,2024-01-26 17:13:04+00:00,Crisp leaf green,5.09
72505,benchWeightEventTask,2024-01-26 17:14:20,BENCH_WEIGHT,2,B01176,2024-01-26 17:13:04+00:00,Crisp leaf green,5.162
72517,benchWeightEventTask,2024-01-26 17:17:25,BENCH_WEIGHT,2,B00552,2024-01-26 17:14:44+00:00,Incise leaf green,1.423
72518,benchWeightEventTask,2024-01-26 17:17:25,BENCH_WEIGHT,2,B00037,2024-01-26 17:14:44+00:00,Incise leaf green,1.522
73126,benchWeightEventTask,2024-01-26 18:25:54,BENCH_WEIGHT,2,B00005,2024-01-26 17:23:24+00:00,Incise leaf green,6.62
73127,benchWeightEventTask,2024-01-26 18:25:54,BENCH_WEIGHT,2,B00656,2024-01-26 17:23:24+00:00,Incise leaf green,5.538
73458,benchWeightEventTask,2024-01-27 13:32:35,BENCH_WEIGHT,2,B00322,2024-01-26 18:27:30+00:00,Incise leaf green,3.789
73539,benchWeightEventTask,2024-01-27 13:47:21,BENCH_WEIGHT,2,B00072,2024-01-27 13:46:11+00:00,Crisp leaf green,5.627
73540,benchWeightEventTask,2024-01-27 13:47:21,BENCH_WEIGHT,2,B00338,2024-01-27 13:46:11+00:00,Crisp leaf green,4.725
73541,benchWeightEventTask,2024-01-27 13:47:21,BENCH_WEIGHT,2,B00681,2024-01-27 13:46:11+00:00,Crisp leaf green,2.304
73542,benchWeightEventTask,2024-01-27 13:47:21,BENCH_WEIGHT,2,B00076,2024-01-27 13:46:11+00:00,Crisp leaf green,3.475
73543,benchWeightEventTask,2024-01-27 13:47:21,BENCH_WEIGHT,2,B01245,2024-01-27 13:46:11+00:00,Crisp leaf green,3.608
73608,benchWeightEventTask,2024-01-27 13:58:01,BENCH_WEIGHT,2,B00122,2024-01-27 13:56:42+00:00,Crisp leaf green,4.642
73609,benchWeightEventTask,2024-01-27 13:58:01,BENCH_WEIGHT,2,B00057,2024-01-27 13:56:42+00:00,Crisp leaf green,4.194
73610,benchWeightEventTask,2024-01-27 13:58:01,BENCH_WEIGHT,2,B00725,2024-01-27 13:56:42+00:00,Crisp leaf green,4.33
73611,benchWeightEventTask,2024-01-27 13:58:01,BENCH_WEIGHT,2,B00403,2024-01-27 13:56:42+00:00,Crisp leaf green,3.91
73612,benchWeightEventTask,2024-01-27 13:58:01,BENCH_WEIGHT,2,B00038,2024-01-27 13:56:42+00:00,Crisp leaf green,4.058
73731,benchWeightEventTask,2024-01-27 15:11:05,BENCH_WEIGHT,2,B00009,2024-01-27 14:07:35+00:00,Incise leaf green,-0.839
73732,benchWeightEventTask,2024-01-27 15:11:05,BENCH_WEIGHT,2,B01247,2024-01-27 14:07:35+00:00,Incise leaf green,5.054
73733,benchWeightEventTask,2024-01-27 15:11:05,BENCH_WEIGHT,2,B00180,2024-01-27 14:07:35+00:00,Incise leaf green,4.158
73747,benchWeightEventTask,2024-01-27 15:14:00,BENCH_WEIGHT,2,B01144,2024-01-27 15:12:19+00:00,Incise leaf green,5.597
73748,benchWeightEventTask,2024-01-27 15:14:00,BENCH_WEIGHT,2,B00025,2024-01-27 15:12:19+00:00,Incise leaf green,2.259
73749,benchWeightEventTask,2024-01-27 15:14:00,BENCH_WEIGHT,2,B00745,2024-01-27 15:12:19+00:00,Incise leaf green,2.656
73839,benchWeightEventTask,2024-01-27 15:20:06,BENCH_WEIGHT,2,B00416,2024-01-27 15:17:04+00:00,Incise leaf green,3.925
73840,benchWeightEventTask,2024-01-27 15:20:06,BENCH_WEIGHT,2,B01169,2024-01-27 15:17:04+00:00,Incise leaf green,3.037
73841,benchWeightEventTask,2024-01-27 15:20:06,BENCH_WEIGHT,2,B00147,2024-01-27 15:17:04+00:00,Incise leaf green,2.686
73882,benchWeightEventTask,2024-01-27 15:25:46,BENCH_WEIGHT,2,B00212,2024-01-27 15:24:26+00:00,Incise leaf green,7.97
73949,benchWeightEventTask,2024-01-27 15:46:57,BENCH_WEIGHT,2,B00671,2024-01-27 15:28:38+00:00,Crisp leaf green,4.817
73950,benchWeightEventTask,2024-01-27 15:46:57,BENCH_WEIGHT,2,B01231,2024-01-27 15:28:38+00:00,Crisp leaf green,4.387
73974,benchWeightEventTask,2024-01-27 15:51:33,BENCH_WEIGHT,2,B00087,2024-01-27 15:46:53+00:00,Crisp leaf green,1.722
73975,benchWeightEventTask,2024-01-27 15:51:33,BENCH_WEIGHT,2,B00383,2024-01-27 15:46:53+00:00,Crisp leaf green,1.722
74133,benchWeightEventTask,2024-01-28 13:41:47,BENCH_WEIGHT,2,B00184,2024-01-27 15:54:51+00:00,Crisp leaf green,8.34
74140,benchWeightEventTask,2024-01-28 13:43:32,BENCH_WEIGHT,2,B01047,2024-01-28 13:42:11+00:00,Crisp leaf green,3.15
74141,benchWeightEventTask,2024-01-28 13:43:32,BENCH_WEIGHT,2,B01217,2024-01-28 13:42:11+00:00,Crisp leaf green,2.324
74372,benchWeightEventTask,2024-01-28 14:15:04,BENCH_WEIGHT,2,B01210,2024-01-28 14:14:06+00:00,Crisp leaf green,6.041
74373,benchWeightEventTask,2024-01-28 14:15:04,BENCH_WEIGHT,2,B00345,2024-01-28 14:14:06+00:00,Crisp leaf green,4.788
74374,benchWeightEventTask,2024-01-28 14:15:04,BENCH_WEIGHT,2,B00313,2024-01-28 14:14:06+00:00,Crisp leaf green,7.337
74375,benchWeightEventTask,2024-01-28 14:15:04,BENCH_WEIGHT,2,B00151,2024-01-28 14:14:06+00:00,Crisp leaf green,5.403
74384,benchWeightEventTask,2024-01-28 14:16:49,BENCH_WEIGHT,2,B01164,2024-01-28 14:15:26+00:00,Crisp leaf green,1.745
74385,benchWeightEventTask,2024-01-28 14:16:49,BENCH_WEIGHT,2,B01195,2024-01-28 14:15:26+00:00,Crisp leaf green,1.919
74397,benchWeightEventTask,2024-01-28 14:19:14,BENCH_WEIGHT,2,B00392,2024-01-28 14:17:11+00:00,Crisp leaf green,4.244
74549,benchWeightEventTask,2024-01-28 15:58:34,BENCH_WEIGHT,2,B01048,2024-01-28 15:50:19+00:00,Crisp leaf green,6.165
74550,benchWeightEventTask,2024-01-28 15:58:34,BENCH_WEIGHT,2,B00210,2024-01-28 15:50:19+00:00,Crisp leaf green,5.024
74551,benchWeightEventTask,2024-01-28 15:58:34,BENCH_WEIGHT,2,B00628,2024-01-28 15:50:19+00:00,Crisp leaf green,5.628
74679,benchWeightEventTask,2024-01-28 16:06:05,BENCH_WEIGHT,2,B01133,2024-01-28 16:03:34+00:00,Crisp leaf green,5.536
74680,benchWeightEventTask,2024-01-28 16:06:05,BENCH_WEIGHT,2,B00523,2024-01-28 16:03:34+00:00,Crisp leaf green,4.201
74681,benchWeightEventTask,2024-01-28 16:06:05,BENCH_WEIGHT,2,B00159,2024-01-28 16:03:34+00:00,Crisp leaf green,4.408
74682,benchWeightEventTask,2024-01-28 16:06:05,BENCH_WEIGHT,2,B01140,2024-01-28 16:03:34+00:00,Crisp leaf green,3.758
74683,benchWeightEventTask,2024-01-28 16:06:05,BENCH_WEIGHT,2,B00012,2024-01-28 16:03:34+00:00,Crisp leaf green,4.333
74862,benchWeightEventTask,2024-01-28 17:08:08,BENCH_WEIGHT,2,B01150,2024-01-28 16:11:49+00:00,Crisp leaf green,8.248
74877,benchWeightEventTask,2024-01-28 17:12:38,BENCH_WEIGHT,2,B00259,2024-01-28 17:08:35+00:00,Incise leaf green,1.679
74878,benchWeightEventTask,2024-01-28 17:12:38,BENCH_WEIGHT,2,B00685,2024-01-28 17:08:35+00:00,Incise leaf green,1.973
74900,benchWeightEventTask,2024-01-28 17:15:38,BENCH_WEIGHT,2,B00695,2024-01-28 17:14:15+00:00,Incise leaf green,4.233
74901,benchWeightEventTask,2024-01-28 17:15:38,BENCH_WEIGHT,2,B00093,2024-01-28 17:14:15+00:00,Incise leaf green,3.746
75245,benchWeightEventTask,2024-01-28 17:47:45,BENCH_WEIGHT,2,B01042,2024-01-28 17:44:48+00:00,Incise leaf green,4.679
75246,benchWeightEventTask,2024-01-28 17:47:45,BENCH_WEIGHT,2,B00047,2024-01-28 17:44:48+00:00,Incise leaf green,4.561
75247,benchWeightEventTask,2024-01-28 17:47:45,BENCH_WEIGHT,2,B01094,2024-01-28 17:44:48+00:00,Incise leaf green,5.007
75248,benchWeightEventTask,2024-01-28 17:47:45,BENCH_WEIGHT,2,B00644,2024-01-28 17:44:48+00:00,Incise leaf green,4.746
75249,benchWeightEventTask,2024-01-28 17:47:45,BENCH_WEIGHT,2,B00505,2024-01-28 17:44:48+00:00,Incise leaf green,5.687
75262,benchWeightEventTask,2024-01-28 17:51:00,BENCH_WEIGHT,2,B00539,2024-01-28 17:49:44+00:00,Crisp leaf green,4.261
75270,benchWeightEventTask,2024-01-28 17:57:51,BENCH_WEIGHT,2,B00111,2024-01-28 17:51:45+00:00,Oak leaf green,2.927
75475,benchWeightEventTask,2024-01-29 14:22:22,BENCH_WEIGHT,2,B00028,2024-01-28 18:02:04+00:00,Incise leaf green,3.812
75520,benchWeightEventTask,2024-01-29 14:26:08,BENCH_WEIGHT,2,,2024-01-29 14:22:21+00:00,Crop not found,-0.237
75949,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00694,2024-01-29 15:40:25+00:00,Crisp leaf green,3.0
75950,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B01181,2024-01-29 15:40:25+00:00,Crisp leaf green,2.75
75951,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00150,2024-01-29 15:40:25+00:00,Crisp leaf green,4.035
75952,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00165,2024-01-29 15:40:25+00:00,Crisp leaf green,3.42
75953,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00551,2024-01-29 15:40:25+00:00,Crisp leaf green,3.693
75954,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00466,2024-01-29 15:40:25+00:00,Crisp leaf green,3.291
75955,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00508,2024-01-29 15:40:25+00:00,Crisp leaf green,3.838
75956,benchWeightEventTask,2024-01-29 15:44:15,BENCH_WEIGHT,2,B00014,2024-01-29 15:40:25+00:00,Crisp leaf green,4.521
75966,benchWeightEventTask,2024-01-29 15:45:55,BENCH_WEIGHT,2,,2024-01-29 15:44:14+00:00,Crop not found,1.454
76056,benchWeightEventTask,2024-01-29 16:24:56,BENCH_WEIGHT,2,B00245,2024-01-29 16:14:25+00:00,Crisp leaf green,2.717
76057,benchWeightEventTask,2024-01-29 16:24:56,BENCH_WEIGHT,2,B00500,2024-01-29 16:14:25+00:00,Crisp leaf green,3.453
76058,benchWeightEventTask,2024-01-29 16:24:56,BENCH_WEIGHT,2,B01008,2024-01-29 16:14:25+00:00,Crisp leaf green,4.589
76151,benchWeightEventTask,2024-01-29 16:36:31,BENCH_WEIGHT,2,B00401,2024-01-29 16:34:45+00:00,Crisp leaf green,4.993
76152,benchWeightEventTask,2024-01-29 16:36:31,BENCH_WEIGHT,2,B01225,2024-01-29 16:34:45+00:00,Crisp leaf green,5.047
76153,benchWeightEventTask,2024-01-29 16:36:31,BENCH_WEIGHT,2,B00516,2024-01-29 16:34:45+00:00,Crisp leaf green,5.434
76154,benchWeightEventTask,2024-01-29 16:36:31,BENCH_WEIGHT,2,B00115,2024-01-29 16:34:45+00:00,Crisp leaf green,4.881
76155,benchWeightEventTask,2024-01-29 16:36:31,BENCH_WEIGHT,2,B00653,2024-01-29 16:34:45+00:00,Crisp leaf green,5.492
76297,benchWeightEventTask,2024-01-29 17:31:19,BENCH_WEIGHT,2,,2024-01-29 16:36:31+00:00,Crop not found,0.28
76409,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B00161,2024-01-29 17:47:52+00:00,Incise leaf green,2.608
76410,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B00504,2024-01-29 17:47:52+00:00,Incise leaf green,3.64
76411,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B01175,2024-01-29 17:47:52+00:00,Incise leaf green,5.087
76412,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B00734,2024-01-29 17:47:52+00:00,Incise leaf green,3.305
76413,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B00429,2024-01-29 17:47:52+00:00,Incise leaf green,3.356
76414,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B01031,2024-01-29 17:47:52+00:00,Incise leaf green,3.136
76415,benchWeightEventTask,2024-01-29 17:50:10,BENCH_WEIGHT,2,B00132,2024-01-29 17:47:52+00:00,Incise leaf green,2.995
76450,benchWeightEventTask,2024-01-29 18:01:10,BENCH_WEIGHT,2,B00568,2024-01-29 17:59:52+00:00,Incise leaf green,5.555
76451,benchWeightEventTask,2024-01-29 18:01:10,BENCH_WEIGHT,2,B00520,2024-01-29 17:59:52+00:00,Incise leaf green,6.796
76456,benchWeightEventTask,2024-01-29 18:02:55,BENCH_WEIGHT,2,,2024-01-29 18:01:09+00:00,Crop not found,-0.084
76462,benchWeightEventTask,2024-01-29 18:04:05,BENCH_WEIGHT,2,B00616,2024-01-29 18:02:54+00:00,Red Bonarda,2.275
76465,benchWeightEventTask,2024-01-29 18:05:31,BENCH_WEIGHT,2,,2024-01-29 18:04:02+00:00,Crop not found,-0.099
76470,benchWeightEventTask,2024-01-29 18:06:41,BENCH_WEIGHT,2,B00626,2024-01-29 18:06:01+00:00,Incise leaf green,2.322
76595,benchWeightEventTask,2024-01-30 14:09:29,BENCH_WEIGHT,2,,2024-01-29 18:06:38+00:00,Crop not found,1.034
76601,benchWeightEventTask,2024-01-30 14:10:19,BENCH_WEIGHT,2,,2024-01-30 14:09:26+00:00,Crop not found,-0.005
76711,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00765,2024-01-30 14:23:29+00:00,Crisp leaf green,4.454
76712,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00421,2024-01-30 14:23:29+00:00,Crisp leaf green,4.452
76713,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B01004,2024-01-30 14:23:29+00:00,Crisp leaf green,4.332
76714,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00263,2024-01-30 14:23:29+00:00,Crisp leaf green,5.387
76715,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00607,2024-01-30 14:23:29+00:00,Crisp leaf green,4.558
76716,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00265,2024-01-30 14:23:29+00:00,Crisp leaf green,4.271
76717,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00173,2024-01-30 14:23:29+00:00,Crisp leaf green,4.666
76718,benchWeightEventTask,2024-01-30 14:55:05,BENCH_WEIGHT,2,B00318,2024-01-30 14:23:29+00:00,Crisp leaf green,5.195
76751,benchWeightEventTask,2024-01-30 15:07:25,BENCH_WEIGHT,2,B00740,2024-01-30 14:58:58+00:00,Crisp leaf green,3.322
76752,benchWeightEventTask,2024-01-30 15:07:25,BENCH_WEIGHT,2,B00384,2024-01-30 14:58:58+00:00,Crisp leaf green,4.887
76753,benchWeightEventTask,2024-01-30 15:07:25,BENCH_WEIGHT,2,B00339,2024-01-30 14:58:58+00:00,Crisp leaf green,4.305
76904,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,B01034,2024-01-30 16:45:01+00:00,Crisp leaf green,2.794
76905,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,Bjk,2024-01-30 16:45:01+00:00,Crisp leaf green,6.521
76906,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,B00017,2024-01-30 16:45:01+00:00,Crisp leaf green,4.901
76907,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,B00008,2024-01-30 16:45:01+00:00,Crisp leaf green,3.453
76908,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,B00074,2024-01-30 16:45:01+00:00,Crisp leaf green,1.821
76909,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,B00619,2024-01-30 16:45:01+00:00,Crisp leaf green,4.888
76910,benchWeightEventTask,2024-01-30 16:50:48,BENCH_WEIGHT,2,B00277,2024-01-30 16:45:01+00:00,Crisp leaf green,5.36
76933,benchWeightEventTask,2024-01-30 16:55:44,BENCH_WEIGHT,2,B01148,2024-01-30 16:53:03+00:00,Incise leaf green,4.578
76934,benchWeightEventTask,2024-01-30 16:55:44,BENCH_WEIGHT,2,B01202,2024-01-30 16:53:03+00:00,Incise leaf green,3.217
76935,benchWeightEventTask,2024-01-30 16:55:44,BENCH_WEIGHT,2,B00249,2024-01-30 16:53:03+00:00,Incise leaf green,3.486
76994,benchWeightEventTask,2024-01-30 18:05:42,BENCH_WEIGHT,2,,2024-01-30 16:55:39+00:00,Crop not found,0.74
77022,benchWeightEventTask,2024-01-30 18:09:47,BENCH_WEIGHT,2,B01141,2024-01-30 18:08:53+00:00,Incise leaf green,3.207
77023,benchWeightEventTask,2024-01-30 18:09:47,BENCH_WEIGHT,2,B00652,2024-01-30 18:08:53+00:00,Incise leaf green,5.778
77024,benchWeightEventTask,2024-01-30 18:09:47,BENCH_WEIGHT,2,B00713,2024-01-30 18:08:53+00:00,Incise leaf green,4.111
77096,benchWeightEventTask,2024-01-30 18:18:28,BENCH_WEIGHT,2,B00452,2024-01-30 18:10:52+00:00,Crisp leaf green,4.905
77125,benchWeightEventTask,2024-01-30 18:25:43,BENCH_WEIGHT,2,B00420,2024-01-30 18:24:12+00:00,Incise leaf green,4.342
77126,benchWeightEventTask,2024-01-30 18:25:43,BENCH_WEIGHT,2,B00408,2024-01-30 18:24:12+00:00,Incise leaf green,3.422
77127,benchWeightEventTask,2024-01-30 18:25:43,BENCH_WEIGHT,2,B00459,2024-01-30 18:24:12+00:00,Incise leaf green,3.891
77128,benchWeightEventTask,2024-01-30 18:25:43,BENCH_WEIGHT,2,B01224,2024-01-30 18:24:12+00:00,Incise leaf green,4.88
77522,benchWeightEventTask,2024-01-31 16:54:11,BENCH_WEIGHT,2,B00707,2024-01-30 18:26:31+00:00,Oak leaf green,5.002
77608,benchWeightEventTask,2024-01-31 20:14:46,BENCH_WEIGHT,2,B01201,2024-01-31 17:00:33+00:00,Crisp leaf green,3.703
77609,benchWeightEventTask,2024-01-31 20:14:46,BENCH_WEIGHT,2,B01226,2024-01-31 17:00:33+00:00,Crisp leaf green,4.052
77610,benchWeightEventTask,2024-01-31 20:14:46,BENCH_WEIGHT,2,B00721,2024-01-31 17:00:33+00:00,Crisp leaf green,4.586
77611,benchWeightEventTask,2024-01-31 20:14:46,BENCH_WEIGHT,2,B00492,2024-01-31 17:00:33+00:00,Crisp leaf green,10.249
77612,benchWeightEventTask,2024-01-31 20:14:46,BENCH_WEIGHT,2,B01086,2024-01-31 17:00:33+00:00,Crisp leaf green,4.793
78536,benchWeightEventTask,2024-02-01 13:33:23,BENCH_WEIGHT,2,B00331,2024-01-31 20:15:22+00:00,Crisp leaf green,-2.913
78616,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B00737,2024-02-01 13:43:05+00:00,Crisp leaf green,5.714
78617,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B00065,2024-02-01 13:43:05+00:00,Crisp leaf green,5.917
78618,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B00648,2024-02-01 13:43:05+00:00,Crisp leaf green,1.665
78619,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B00435,2024-02-01 13:43:05+00:00,Crisp leaf green,0.026
78620,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B01070,2024-02-01 13:43:05+00:00,Crisp leaf green,0.083
78621,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B00460,2024-02-01 13:43:05+00:00,Crisp leaf green,7.956
78622,benchWeightEventTask,2024-02-01 13:44:38,BENCH_WEIGHT,2,B00657,2024-02-01 13:43:05+00:00,Crisp leaf green,7.564
78644,benchWeightEventTask,2024-02-01 13:48:24,BENCH_WEIGHT,2,B00597,2024-02-01 13:47:09+00:00,Crisp leaf green,9.736
78653,benchWeightEventTask,2024-02-01 13:51:29,BENCH_WEIGHT,2,B00712,2024-02-01 13:49:54+00:00,Incise leaf green,4.339
78740,benchWeightEventTask,2024-02-01 15:13:06,BENCH_WEIGHT,2,B00614,2024-02-01 13:52:07+00:00,Red Bonarda,2.398
78808,benchWeightEventTask,2024-02-01 15:25:12,BENCH_WEIGHT,2,B01250,2024-02-01 15:23:51+00:00,Crisp leaf green,4.141
78809,benchWeightEventTask,2024-02-01 15:25:12,BENCH_WEIGHT,2,B00369,2024-02-01 15:23:51+00:00,Crisp leaf green,5.164
78826,benchWeightEventTask,2024-02-01 15:28:57,BENCH_WEIGHT,2,B00022,2024-02-01 15:27:57+00:00,Incise leaf green,2.869
78827,benchWeightEventTask,2024-02-01 15:28:57,BENCH_WEIGHT,2,B00029,2024-02-01 15:27:57+00:00,Incise leaf green,1.364
78840,benchWeightEventTask,2024-02-01 15:31:57,BENCH_WEIGHT,2,B01024,2024-02-01 15:30:41+00:00,Crisp leaf green,4.646
78953,benchWeightEventTask,2024-02-01 16:35:31,BENCH_WEIGHT,2,B00542,2024-02-01 16:29:36+00:00,Incise leaf green,2.411
78954,benchWeightEventTask,2024-02-01 16:35:31,BENCH_WEIGHT,2,B00677,2024-02-01 16:29:36+00:00,Incise leaf green,3.028
78955,benchWeightEventTask,2024-02-01 16:35:31,BENCH_WEIGHT,2,B00497,2024-02-01 16:29:36+00:00,Incise leaf green,4.291
78956,benchWeightEventTask,2024-02-01 16:35:31,BENCH_WEIGHT,2,B00445,2024-02-01 16:29:36+00:00,Incise leaf green,4.011
78957,benchWeightEventTask,2024-02-01 16:35:31,BENCH_WEIGHT,2,B01079,2024-02-01 16:29:36+00:00,Incise leaf green,4.327
78958,benchWeightEventTask,2024-02-01 16:35:31,BENCH_WEIGHT,2,B01127,2024-02-01 16:29:36+00:00,Incise leaf green,4.428
